Kendrick Lamar, James Fauntleroy, Ronald Isley	0	10	0	0	0
Kendrick Lamar, Rapsody	0	10	0	0	0
Kendrick Lamar, Jay Rock	0	10	0	0	0
Kendrick Lamar, Drake	0	10	0	0	0
Kendrick Lamar, MC Eiht	0	10	0	0	0
Kendrick Lamar, Anna Wise	0	10	0	0	0
Kendrick Lamar, Dr. Dre	0	10	0	0	0
Kendrick Lamar, Mary J. Blige	0	10	0	0	0
Kendrick Lamar, JAY Z	0	10	0	0	0
Drake	0	10	0	0	0
Drake, JAY Z	0	10	0	0	0
Drake, Michael Jackson	0	10	0	0	0
Drake, Static Major, Ty Dolla $ign	0	10	0	0	0
Drake, Giggs	0	10	0	0	0
Drake, Black Coffee, Jorja Smith	0	10	0	0	0
Drake, Sampha	0	10	0	0	0
Drake, Quavo, Travis Scott	0	10	0	0	0
Drake, 2 Chainz, Young Thug	0	10	0	0	0
Drake, Kanye West	0	10	0	0	0
Drake, PARTYNEXTDOOR	0	10	0	0	0
Drake, Young Thug	0	10	0	0	0
Drake, Pimp C, dvsn	0	10	0	0	0
Drake, WizKid, Kyla	0	10	0	0	0
Drake, Future	0	10	0	0	0
Drake, Rihanna	0	10	0	0	0
Future	0	10	0	0	0
Drake, Lil Wayne	0	10	0	0	0
Drake, Travis Scott	0	10	0	0	0
A Boogie Wit da Hoodie, DaVido	0	10	0	0	0
A Boogie Wit da Hoodie, Kap G	0	10	0	0	0
A Boogie Wit da Hoodie, Alkaline	0	10	0	0	0
A Boogie Wit da Hoodie, Jessie Reyez	0	10	0	0	0
A Boogie Wit da Hoodie, Tory Lanez	0	10	0	0	0
A Boogie Wit da Hoodie, NAV	0	10	0	0	0
A Boogie Wit da Hoodie, J Alvarez	0	10	0	0	0
A Boogie Wit da Hoodie, Kojo Funds, RAYE	0	10	0	0	0
A Boogie Wit da Hoodie	0	10	0	0	0
A Boogie Wit da Hoodie, 21 Savage	0	10	0	0	0
A Boogie Wit da Hoodie, Kodak Black	0	10	0	0	0
A Boogie Wit da Hoodie, Don Q	0	10	0	0	0
A Boogie Wit da Hoodie, Chris Brown	0	10	0	0	0
A Boogie Wit da Hoodie, Trey Songz, Robin Thicke	0	10	0	0	0
A Boogie Wit da Hoodie, PnB Rock, YoungBoy Never Broke Again	0	10	0	0	0
21 Savage	0	10	0	0	0
21 Savage, Offset, Metro Boomin, Travis Scott	0	10	0	0	0
21 Savage, Offset, Metro Boomin, Quavo	0	10	0	0	0
Offset, Metro Boomin	0	10	0	0	0
21 Savage, Metro Boomin	0	10	0	0	0
21 Savage, Offset, Metro Boomin	0	10	0	0	0
Kodak Black	0	10	0	0	0
Kodak Black, Lil Pump	0	10	0	0	0
Kodak Black, Offset, Travis Scott	0	10	0	0	0
Kodak Black, Juice WRLD	0	10	0	0	0
Kodak Black, Lil Wayne	0	10	0	0	0
Kodak Black, Tory Lanez	0	10	0	0	0
Kodak Black, XXXTENTACION	0	10	0	0	0
Kodak Black, John Wicks, JackBoy	0	10	0	0	0
Kodak Black, Offset	0	10	0	0	0
XXXTENTACION	0	10	0	0	0
XXXTENTACION, Joey Bada$$	0	10	0	0	0
XXXTENTACION, Travis Barker	0	10	0	0	0
XXXTENTACION, Matt Ox	0	10	0	0	0
XXXTENTACION, PnB Rock	0	10	0	0	0
XXXTENTACION, Rio Santana, Judah, Carlos Andrez	0	10	0	0	0
Lil Baby, Gunna, Lil Durk, NAV	0	10	0	0	0
