6DEaND0SHv3sC11xobZLiy	Take Your Time	Sam Hunt	Montevallo	243706	Country	10
3wx2kQWPn9p5UppQbNhPAk	Leave The Night On	Sam Hunt	Montevallo	192160	Country	10
1TwLKNsCnhi1HxbIi4bAW0	House Party	Sam Hunt	Montevallo	190240	Country	10
7aftSOGSOpSoIlVAQVBb71	Break Up In A Small Town	Sam Hunt	Montevallo	229880	Country	10
4nrtux8xl5lYegU8II5rAQ	Single For The Summer	Sam Hunt	Montevallo	310306	Country	10
0YQcktqICwSWzlS4P4jzOz	Ex To See	Sam Hunt	Montevallo	197813	Country	10
0xwPzLmBAYro8BUz7MrtAo	Make You Miss Me	Sam Hunt	Montevallo	225693	Country	10
7LJOfS8evyKfP8Fl5rdZXw	Cop Car	Sam Hunt	Montevallo	253880	Country	10
3BuPop8SzLG2Q88TJcFAjp	Raised On It	Sam Hunt	Montevallo	235506	Country	10
4DXfOXYv0ki7IR3P0XRcMY	Speakers	Sam Hunt	Montevallo	228093	Country	10
4m3AsXEUqsSwGilcdn0RbT	Raised On It - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	204533	Country	10
33GmiX75KFc0acc3CRWMdr	Cop Car - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	206240	Country	10
3Xy1YJHRVKApMDqp8gmkWe	Ex To See - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	168813	Country	10
6vgmCLfl9GnkHL8LQ4wRly	House Party - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	187293	Country	10
2RFxPpxCzJPwxX93CL1Ibl	Leave The Night On - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	164280	Country	10
5G4upYoNLjklTY6qD32pSf	We Are Tonight - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	172773	Country	10
3fiiVrWpQUa3BdWtdNdQ38	Make You Miss Me - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	220386	Country	10
3oBxf3KvflYpaFSR4S3wKv	I Met A Girl - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	173266	Country	10
04clw2CZuvRzvV54g6Ua4L	Bottle It Up - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	160706	Country	10
1zZsJ9WmtuDxw5T08GEQTX	Saturday Night - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	191746	Country	10
4LQzFOJgbwIuaydxIFWB9Q	Speakers - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	183080	Country	10
74LxUpIQeJLjKWcN4iqwJY	Vacation - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	163760	Country	10
54DolxlFipJnuSObPmCPUv	Vandalizer - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	156986	Country	10
0xQYFmoFmS6914517ubkdz	Goodbye - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	190186	Country	10
5ZuDo4T5NU7jg5y0yV2Otk	Come Over - Acoustic Mixtape	Sam Hunt	Between The Pines (Acoustic Mixtape)	241866	Country	10
2sYJeORxYzEQItfa9VmiwZ	XO	Kelsea Ballerini	The First Time	174360	Country	10
2wqXQjOmQ9KoBm9Ssgt4Fo	Peter Pan	Kelsea Ballerini	The First Time	200040	Country	10
0knbW9EwgSLfNFMWys1mQm	Love Me Like You Mean It	Kelsea Ballerini	The First Time	200026	Country	10
5D6Cw1dGkZcTB8hQgyZdvR	Square Pegs	Kelsea Ballerini	The First Time	202666	Country	10
3uiB5hMSHEqZVI0xcAg5tW	First Time	Kelsea Ballerini	The First Time	240706	Country	10
6EuM2QAaZnJ3IeQkhx6TsU	Looking at Stars	Kelsea Ballerini	The First Time	198293	Country	10
0c6quiGxhuAgEhnnnNcrAu	Sirens	Kelsea Ballerini	The First Time	206506	Country	10
37KdEsNyWKtxqwF7pB8Lt0	Secondhand Smoke	Kelsea Ballerini	The First Time	223360	Country	10
6FWrlXo99QRmPtOeUSWDjv	Dibs	Kelsea Ballerini	The First Time	183946	Country	10
2q1VQXH254t7zGWpZOQU8x	Stilettos	Kelsea Ballerini	The First Time	206106	Country	10
2WaOQWSv0D1tZNxyLvnGAI	Yeah Boy	Kelsea Ballerini	The First Time	194413	Country	10
0sXGRS3UoqOgVGgmNKp8LA	Underage	Kelsea Ballerini	The First Time	192800	Country	10
6ENrvUXtRhkE3yl0xj8fO5	Graveyard	Kelsea Ballerini	Unapologetically (Deluxe Edition)	226853	Country	10
5NfJGBAL9mgFPRQxKJmiX2	Miss Me More	Kelsea Ballerini	Unapologetically (Deluxe Edition)	192840	Country	10
0sr84SDJ9VN4EB7p2mWGur	Get over Yourself	Kelsea Ballerini	Unapologetically (Deluxe Edition)	200066	Country	10
4A92qdxWEIojASeyffiaWn	Roses	Kelsea Ballerini	Unapologetically (Deluxe Edition)	177893	Country	10
19WNVv6GaJMI19Qka6RfEJ	Machine Heart	Kelsea Ballerini	Unapologetically (Deluxe Edition)	189106	Country	10
6cX5lonuELhQO4074CD8fC	In Between	Kelsea Ballerini	Unapologetically (Deluxe Edition)	209120	Country	10
6Y6gPzaDZUoZGlgDe5mqiF	High School	Kelsea Ballerini	Unapologetically (Deluxe Edition)	235333	Country	10
0jYywBNudHir22epdzJYhb	End of the World	Kelsea Ballerini	Unapologetically (Deluxe Edition)	208280	Country	10
0Sbeihd75SGitymHS8Bqbh	I Hate Love Songs	Kelsea Ballerini	Unapologetically (Deluxe Edition)	191186	Country	10
6DeMC9qUOznRorpgNW6dYe	Unapologetically	Kelsea Ballerini	Unapologetically (Deluxe Edition)	218813	Country	10
6PCPxCkN8ClnHN1AESmSJg	Music	Kelsea Ballerini	Unapologetically (Deluxe Edition)	203360	Country	10
6vlxmQGwmlyp07YjkugV6K	Legends	Kelsea Ballerini	Unapologetically (Deluxe Edition)	244466	Country	10
