0G21yYKMZoHa30cYVi1iA8	Welcome To The Jungle	Guns N' Roses	Appetite For Destruction	273480	Rock	10
58YL9Jo1T0wyijCOZWRmyL	It's So Easy	Guns N' Roses	Appetite For Destruction	202693	Rock	10
7CBFRsUz1pz1cS12soVhih	Nightrain	Guns N' Roses	Appetite For Destruction	268213	Rock	10
62pJJQjiTaTsFYFjDIYjYU	Out Ta Get Me	Guns N' Roses	Appetite For Destruction	263573	Rock	10
65G4Ib3w7tgLjUkO5GseN0	Mr. Brownstone	Guns N' Roses	Appetite For Destruction	228586	Rock	10
6eN1f9KNmiWEhpE2RhQqB5	Paradise City	Guns N' Roses	Appetite For Destruction	405600	Rock	10
1NQPc9znr56Ci6f02HoLpg	My Michelle	Guns N' Roses	Appetite For Destruction	219933	Rock	10
4WPyOlL7E6ckUcCUzIKNJe	Think About You	Guns N' Roses	Appetite For Destruction	231560	Rock	10
7snQQk1zcKl8gZ92AnueZW	Sweet Child O' Mine	Guns N' Roses	Appetite For Destruction	356066	Rock	10
4WWUSzyxCUengfmWvKCdhR	You're Crazy	Guns N' Roses	Appetite For Destruction	197013	Rock	10
4x1iqAZIrfetO4o45KHhcC	Anything Goes	Guns N' Roses	Appetite For Destruction	206173	Rock	10
0xaNdYwK8ZF3cHSjraQGC0	Rocket Queen	Guns N' Roses	Appetite For Destruction	373266	Rock	10
7I2Q7AQqVInZYwOoDHZGOf	Reckless Life - Live	Guns N' Roses	G N' R Lies	200600	Rock	10
6IzwetEtVoo1kl4UK67AOV	Nice Boys - Live	Guns N' Roses	G N' R Lies	183560	Rock	10
2alA1gqJ4ONXEYKvuzAhcM	Move To The City - Live	Guns N' Roses	G N' R Lies	222866	Rock	10
5elBPrrIM4dWbGVTluXBPl	Mama Kin - Live Version (Explicit)	Guns N' Roses	G N' R Lies	237173	Rock	10
2uKcU4FPX5eOjmd6RWb9OF	Patience	Guns N' Roses	G N' R Lies	356293	Rock	10
2uduMoxSNLkDBhyLS2JroT	Used To Love Her	Guns N' Roses	G N' R Lies	193106	Rock	10
5rpfLrI7nSQAu7RnDWZ2dV	You're Crazy	Guns N' Roses	G N' R Lies	250160	Rock	10
693Vu2TytCbonbTu9qQ8M3	One In A Million	Guns N' Roses	G N' R Lies	370840	Rock	10
3KhF2YiNpJvGpfiCW45R6D	Runnin' With The Devil - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	214960	Rock	10
2tAeN2TKlQLOoSPXtARzBV	Eruption - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	102080	Rock	10
0upLyFR8Rr52ZpMp5esQoq	You Really Got Me - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	156146	Rock	10
6fybp4N6eW3bsFAvARxyVe	Ain't Talkin' 'Bout Love - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	227800	Rock	10
2xS1lC45sjj60M1eeRsOUp	I'm The One - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	224600	Rock	10
6MumccCPd4N6qBVdl0gSeM	Jamie's Cryin' - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	209586	Rock	10
6XzfupaB5ikgUMnrFgJBvS	Atomic Punk - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	179613	Rock	10
2fZTVlNbTrOAt05ohKJ3ym	Feel Your Love Tonight - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	220960	Rock	10
0AiUx0SP4HK1DJPwi20cEn	Little Dreamer - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	201760	Rock	10
2TXzXJWWzESQq5glbDtZc9	Ice Cream Man - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	198373	Rock	10
6Acw8q4nBEPLQFNOjb9j4O	On Fire - 2015 Remastered Version	Van Halen	Van Halen (Remastered)	180853	Rock	10
7EdDNkvoBL9zW0yVc1cRuU	You're No Good	Van Halen	Van Halen II (Remastered)	195653	Rock	10
4RS9PmtHQe7I0o5fEeweOY	Dance The Night Away	Van Halen	Van Halen II (Remastered)	188083	Rock	10
7JAy52kMccOPKwyFYboJae	Somebody Get Me A Doctor	Van Halen	Van Halen II (Remastered)	173071	Rock	10
10d8IoU6ieLzdydR9tIWs2	Bottoms Up!	Van Halen	Van Halen II (Remastered)	185866	Rock	10
7L8u9W92rW55hwxwpibwcG	Outta Love Again	Van Halen	Van Halen II (Remastered)	172720	Rock	10
7e24BW1y8KtSUm4tkbXBR6	Light Up The Sky	Van Halen	Van Halen II (Remastered)	191986	Rock	10
3rUHyuFsFizq8gIQO0z2jH	Spanish Fly	Van Halen	Van Halen II (Remastered)	61640	Rock	10
5tLbWNYxXdGRQQmW7LtWjg	D.O.A.	Van Halen	Van Halen II (Remastered)	248866	Rock	10
6OAH6UGs4i4zFHZDdtfapZ	Women In Love.....	Van Halen	Van Halen II (Remastered)	247413	Rock	10
7Ly4DzymgujObKg7wWVHZV	Beautiful Girls	Van Halen	Van Halen II (Remastered)	236240	Rock	10
4MM0jT9z9m7VFiusFrGJ8C	And The Cradle Will Rock... - 2015 Remastered	Van Halen	Women And Children First (Remastered)	213150	Rock	10
5TnzOUFWoZHUEtOWlxrIlY	Everybody Wants Some!! - 2015 Remastered	Van Halen	Women And Children First (Remastered)	306049	Rock	10
4yrlxrNLkM9jVgy8dk04ZZ	Fools - 2015 Remastered	Van Halen	Women And Children First (Remastered)	356290	Rock	10
0esrXPJGeeXryeRbwbRb6Y	Romeo Delight - 2015 Remastered	Van Halen	Women And Children First (Remastered)	259295	Rock	10
6gtH78Sys0tZrb1c7m3U6G	Tora! Tora! - 2015 Remastered	Van Halen	Women And Children First (Remastered)	56637	Rock	10
3NSKNhH7qz1sGsXosrtdWO	Loss Of Control - 2015 Remastered	Van Halen	Women And Children First (Remastered)	158509	Rock	10
0ial9SvyJt9ksxlxL4sj9b	Take Your Whiskey Home - 2015 Remastered	Van Halen	Women And Children First (Remastered)	189693	Rock	10
55BdGvf5VRe7eWeWv4ZG3B	Could This Be Magic? - 2015 Remastered	Van Halen	Women And Children First (Remastered)	190826	Rock	10
2f9y3oDBgVJshhcivXR3mk	In A Simple Rhyme - 2015 Remastered	Van Halen	Women And Children First (Remastered)	280493	Rock	10
6LC7UCKvbg71Uqcwd4E0md	Dark Lady	Scorpions	In Trance	205800	Rock	10
40krsMoLE7zFQOIsdwJrZI	In Trance	Scorpions	In Trance	282533	Rock	10
0V4rhAtfPv5dkV8gJIEzUh	Life's Like A River	Scorpions	In Trance	228400	Rock	10
1L8PIpn1edg48GEYnZaxdE	Top Of The Bill	Scorpions	In Trance	203626	Rock	10
7q0uOx0b3UUKBnT9egjmlB	Living And Dying	Scorpions	In Trance	199133	Rock	10
4eKTgxtbFc2WgLbgH88Dvj	Robot Man	Scorpions	In Trance	161600	Rock	10
4SnA0nbgsQ8jIjhkCIO18r	Evening Wind	Scorpions	In Trance	301840	Rock	10
67GL06d9y1Se2atwmejbDi	Sun In My Hand	Scorpions	In Trance	260533	Rock	10
6WXGimicuA0i6M5p6tyTph	Longing For Fire	Scorpions	In Trance	162173	Rock	10
